Name,Store Number,Convenience,Shopping,Specialty,Unsought,Other
ROSS-PIKE EDUCATIONAL SERVICE CENTER,39141,8951,1283,769,6899,9226
PICKAWAY-ROSS CO JVSD,39141,20074,1303,11589,7182,21631
ZANE TRACE SCHOOL DIST,39141,14374,946,6776,6652,13272
CLYDE-GREEN SPRINGS EXMPT VILLGE SCHL DIST,39143,26903,1794,13651,11458,25879
FREMONT CITY,39143,49295,4152,19293,25850,46626
GIBSONBURG EX VLG SCHOOL DIST,39143,11064,529,5922,4613,10881
WOODMORE LOCAL,39123,13113,682,5794,6637,12630
VANGUARD-SENTINEL CAREER & TECHNOLOGY CENTERS,39143,15783,520,9591,5672,13701
BLOOM-VERNON LOCAL,39145,12424,1137,8335,2952,10781
CLAY LOCAL,39145,7942,564,3848,3530,6898
GREEN LOCAL,39145,8187,675,4771,2741,8687
MINFORD LOCAL,39145,16721,1103,10924,4694,16337
NEW BOSTON LOCAL,39145,6685,954,2955,2776,5901
VALLEY LOCAL,39145,14370,1385,9088,3897,11704
WASHINGTON-NILE LOCAL,39145,18435,1548,13353,3534,16037
WHEELERSBURG LOCAL,39145,15894,1172,7443,7279,15995
SOUTH CENTRAL OHIO EDUCATIONAL SERVICE CENTER,39145,4929,389,541,3999,5391
SCIOTO CO JT VOC,39145,11559,1337,5715,4507,10478
SENECA EAST LOCAL,39147,12371,539,5061,6771,10586
FOSTORIA CITY,39173,25251,2560,14855,7836,21292
HOPEWELL LOUDON LOCAL,39147,9946,376,3356,6214,8661
NEW RIEGEL LOCAL,39147,5107,209,2680,2218,4458
OLD FORT LOCAL,39147,8166,536,3255,4375,7223
TIFFIN CITY,39147,30137,1765,13930,14442,26667
NORTH CENTRAL OH EDUCATIONAL SERVICE CENTER,39147,19280,1298,1322,16660,19759
ANNA LOCAL,39149,14623,373,6725,7525,12018
BOTKINS LOCAL,39149,7959,341,2665,4953,9285
FAIRLAWN LOCAL,39149,7506,424,2607,4475,8016
FORT LORAMIE LOCAL SCHOOL DIST,39149,11031,321,4870,5840,9099
HARDIN HOUSTON LOCAL,39149,11385,455,5674,5256,8871
JACKSON CENTER LOCAL,39149,11507,366,6509,4632,6577
RUSSIA LOCAL,39149,5427,172,2638,2617,4534
SIDNEY CTY,39149,41123,3098,21853,16172,42962
ALLIANCE CITY,39151,39750,4680,24438,10632,35309
CANTON CITY,39151,142997,16204,91680,35113,130072
CANTON LOCAL,39151,30652,2422,13009,15221,40296
JACKSON LOCAL,39151,65825,2271,13693,49861,58168
LAKE LOCAL,39151,46086,1328,25739,19019,38427
LOUISVILLE CITY,39151,32362,1735,16197,14430,30067
MASSILLON CITY,39151,55050,4384,29282,21384,47512
MINERVA LOCAL,39151,22478,1815,12135,8528,19402
NORTH CANTON CITY,39151,50816,2064,19662,29090,48376
OSNABURG LOCAL,39151,10062,459,5808,3795,9273
SANDY VALLEY LOCAL,39157,18392,1189,11109,6094,17831
TUSLAW LOCAL,39151,15173,630,6689,7854,14032
MARLINGTON LOCAL,39151,25586,1759,11111,12716,24579
STARK EDUCATIONAL SERVICE CENTER,39151,33531,2355,2976,28200,25557
FAIRLESS LOCAL,39151,18948,1226,10020,7702,17088
STARK CO JT VOC,39151,13199,318,9179,3702,13038
AKRON CITY,39153,391014,34865,203817,152332,404314
BARBERTON CITY,39153,56253,4066,30619,21568,48027
REVERE LOCAL,39153,39365,803,6727,31835,38084
WOODRIDGE LOCAL,39153,31286,1474,5373,24439,28022
COPLEY-FAIRLAWN CITY,39153,40891,1317,6975,32599,36884
COVENTRY LOCAL,39153,31373,1342,6346,23685,41191
CUYAHOGA FALLS CITY,39153,54473,3386,17974,33113,55388
HUDSON LOCAL,39153,72007,1679,20146,50182,66137
MOGADORE LOCAL,39133,11800,478,5038,6284,10448
NORDONIA HILLS CITY SCHOOL DIST,39153,48927,1250,11303,36374,46804
NORTON CITY,39153,32735,1322,15560,15853,43845
STOW CITY,39153,60661,2043,18986,39632,63025
TALLMADGE CITY,39153,30938,1450,11593,17895,29962
TWINSBURG CITY,39153,50024,1914,14901,33209,48316
SUMMIT EDUCATIONAL SERVICE CENTER,39153,15551,1597,1485,12469,15661
PORTAGE LAKES JT VOC,39153,8112,133,3398,4581,8306
BLOOMFIELD-MESPO LOCAL,39155,4529,997,1731,1801,4203
BRISTOL LOCAL,39155,8272,689,4385,3198,6800
BROOKFIELD LOCAL,39155,12572,1486,6024,5062,10908
CHAMPION LOCAL,39155,22888,758,9430,12700,14961
LAKEVIEW LOCAL,39155,20244,1062,8823,10359,17860
MATHEWS LOCAL,39155,10018,577,3200,6241,8493
GIRARD CITY,39155,21192,1399,12399,7394,19094
HOWLAND LOCAL,39155,32186,1831,10629,19726,30207
HUBBARD EX VLG,39155,20824,1289,10038,9497,21227
LIBERTY LOCAL,39155,17509,1198,6217,10094,14871
LORDSTOWN LOCAL,39155,8232,318,2448,5466,7133
MCDONALD LOCAL,39155,9365,442,5607,3316,7581
NEWTON FALLS EX VLG,39155,12949,913,7696,4340,12800
NILES CITY,39155,29886,2622,17391,9873,30957
SOUTHINGTON LOCAL SCHOOL DIST,39155,7627,411,3644,3572,6235
WARREN CITY SCHOOLS,39155,79438,11815,50798,16825,76969
LABRAE LOCAL,39155,15013,1219,8209,5585,14056
WEATHERSFIELD LOCAL,39155,11294,606,5249,5439,10775
TRUMBALL EDUCATIONAL SERVICE CENTER,39155,18558,116,1316,17126,16188
JOSEPH BADGER LOCAL,39155,10191,701,5228,4262,8969
MAPLEWOOD LOCAL,39155,9855,641,5533,3681,9871
TRUMBULL CO JT VOC,39155,17793,1301,8976,7516,15886
GARAWAY LOCAL,39157,13319,1188,4977,7154,12346
DOVER CITY,39157,26717,2047,11085,13585,26317
INDIAN VALLEY LOCAL,39157,21473,1440,11688,8345,17976
NEWCOMERSTOWN EX VILL SCHOOL DIST,39157,14247,1760,7886,4601,12206
NEW PHILADELPHIA CITY,39157,33546,2296,12859,18391,31380
STRASBURG FRANKLIN,39157,6949,350,3034,3565,6631
TUSCARAWAS VALLEY SCHOOL DIST,39157,16704,810,7052,8842,14859
CLAYMONT CITY,39157,23421,1981,15904,5536,21458
EAST CENTRAL OHIO EDUCATIONAL SVC CEN,39157,14082,1123,1215,11744,14103
BUCKEYE JT VOC,39157,15954,769,7337,7848,17388
MARYSVILLE EX VILLAGE,39159,68661,2966,29148,36547,57741
FAIRBANKS LOCAL,39159,14698,436,3577,10685,12706
NORTH UNION LOCAL SCHOOL DIST,39159,18267,793,7959,9515,17245
VAN WERT CITY,39161,27032,1863,12890,12279,23466
LINCOLNVIEW LOCAL SCHOOL DIST,39161,12762,638,4661,7463,9790
VANTAGE JT VOC,39161,11261,404,4597,6260,8770
VINTON CO LOCAL,39163,27998,3040,18220,6738,26404
CARLISLE LOCAL,39165,18676,1010,9303,8363,17089
SPRINGBORO COMMUNITY CITY,39165,57918,1273,18964,37681,54656
FRANKLIN CITY,39165,36532,2375,15929,18228,35448
KINGS LOCAL,39165,49194,1720,14652,32822,51042
LEBANON CITY,39165,76474,1978,40051,34445,83277
LITTLE MIAMI LOCAL,39165,54801,2019,16500,36282,44722
MASON CITY,39165,128271,2379,49015,76877,118837
WAYNE LOCAL,39165,17196,499,5271,11426,14737
WARREN EDUCATIONAL SERVICE CENTER,39165,20986,734,1173,19079,18991
WARREN CO JT VOC,39165,20422,639,7538,12245,17707
BELPRE CITY,39167,12066,1449,6125,4492,11445
FORT FRYE LOCAL SCHOOL DIST,39167,13343,761,4603,7979,11524
MARIETTA CITY,39167,30627,3297,11461,15869,28869
FRONTIER LOCAL,39167,8898,696,5879,2323,7958
WARREN LOCAL,39167,23499,1325,13626,8548,27117
WOLF CREEK LOCAL,39167,8591,357,2080,6154,8482
WASHINGTON CO JT VOC,39167,9422,914,4314,4194,8758
CHIPPEWA LOCAL,39169,15518,1220,5989,8309,13640
DALTON LOCAL,39169,10840,578,3937,6325,10941
NORWAYNE LOCAL,39169,15101,669,7211,7221,13650
NORTHWESTERN LOCAL,39169,16502,724,7721,8057,16064
ORRVILLE CTY,39169,21269,1500,8215,11554,18764
RITTMAN EX VLG,39169,12740,807,7275,4658,11432
SOUTHEAST LOCAL,39169,19020,2015,6157,10848,17600
WOOSTER CTY,39169,54283,3180,17892,33211,45258
TRI-COUNTY EDUCATIONAL SERVICE CENTER,39169,2575,211,846,1518,2890
TRIWAY LOCAL,39169,20150,1142,8211,10797,19064
WAYNE CO JVSD,39169,16854,1160,7357,8337,16036
BRYAN CITY,39171,34855,1389,18423,15043,44009
EDON NORTHWEST LOCAL,39171,7149,536,3914,2699,7102
EDGERTON LOCAL,39171,8617,432,4327,3858,7143
MILLCREEK WEST UNITY,39171,8678,415,4412,3851,6936
MONTPELIER EX VLG,39171,13267,853,7864,4550,10459
STRYKER LOCAL,39171,7277,472,3205,3600,5824
NORTH CENTRAL LOCAL SCHOOL DIST,39171,11513,394,7575,3544,11841
BOWLING GREEN CITY,39173,37002,2012,11755,23235,32518
NORTH BALTIMORE LOCAL,39173,9997,513,4463,5021,10224
PERRYSBURG EX VLG,39173,59553,1270,14770,43513,63115
NORTHWOOD LOCAL,39173,21816,628,13210,7978,16097
ROSSFORD EX VLG,39173,25391,1054,7675,16662,22595
EASTWOOD LOCAL,39173,22375,735,6780,14860,20406
WOOD COUNTY EDUCATIONAL SERVICE CENTER,39173,12242,1629,488,10125,12109
ELMWOOD LOCAL,39173,14532,624,7277,6631,14371
OTSEGO LOCAL,39173,17441,960,6304,10177,16376
PENTA COUNTY JT VOC,39173,37066,1063,18314,17689,33005
CAREY EX VLG,39175,11904,484,6376,5044,29890
MOHAWK LOCAL,39175,12405,495,5284,6626,11115
UPPER SANDUSKY EX VLG SCHOOL DIST,39175,19858,1070,8120,10668,18673
CAVE SPRINGS30,40001,2358,872,1267,219,2197
DAHLONEGAH29,40001,1998,998,845,155,1892
GREASY32,40001,1285,472,689,124,1173
MARYETTA22,40001,6663,2066,3890,707,6666
PEAVINE19,40001,1441,367,870,204,1415
ROCKY MOUNTAIN24,40001,1934,528,1173,233,1969
STILWELL25,40001,13198,2992,7963,2243,13450
WATTS4,40001,2759,418,1834,507,2620
WESTVILLE11,40001,9399,1415,6189,1795,9588
ZION28,40001,3010,625,1983,402,2939
BURLINGTON1,40003,3929,83,1425,2421,3388
CHEROKEE46,40003,6703,315,3348,3040,6413
TIMBERLAKE,40003,5512,228,2476,2808,5211
ATOKA15,40005,9325,1581,5081,2663,9214
CANEY26,40005,2641,685,1360,596,2687
HARMONY21,40005,1950,303,1263,384,1917
LANE22,40005,3199,997,1773,429,3249
STRINGTOWN7,40005,2598,428,1634,536,2540
TUSHKA19,40005,3773,653,2236,884,3696
BALKO SCHOOL DISTRICT 75,40007,2682,92,677,1913,2697
BEAVER22,40007,3472,287,1473,1712,3545
FORGAN123,40007,2151,147,452,1552,2232
TURPIN28,40007,4149,455,1689,2005,4385
ELK CITY6,40009,18001,1978,8579,7444,17735
ERICK51,40009,2591,205,1465,921,2575
MERRITT2,40009,6747,769,2558,3420,6682
SAYRE31,40009,7289,566,1997,4726,6442
SWEETWATER15,40009,4178,165,739,3274,3000
CANTON105,40011,5194,525,1563,3106,6528
GEARY80,40011,4470,630,1284,2556,4188
OKEENE9,40011,4182,622,1379,2181,3760
WATONGA42,40011,7495,877,2871,3747,7964
ACHILLE3,40013,3200,411,1028,1761,3265
ROCK CREEK2,40013,4514,648,2686,1180,4498
CADDO5,40013,4299,666,2544,1089,4106
CALERA48,40013,6277,764,3400,2113,5688
COLBERT4,40013,7248,1045,4663,1540,7099
DURANT72,40013,31385,3654,17957,9774,30018
SILO1,40013,7346,1374,3490,2482,6854
BENNINGTON40,40013,3368,563,980,1825,3058
ANADARKO20,40015,17356,4780,9516,3060,16779
BOONE-APACHE56,40015,5839,1044,2449,2346,5076
BINGER-ONEY168,40015,3860,453,1638,1769,3295
CARNEGIE33,40015,5470,881,3018,1571,5219
CEMENT160,40015,2290,268,1240,782,2346
CYRIL64,40015,3111,504,1879,728,3037
FORT COBB-BROXTON SCH DISTRICT 167,40015,3908,717,2043,1148,3970
GRACEMONT86,40015,1436,252,750,434,1534
HINTON161,40015,5935,492,2546,2897,5970
LOOKEBA SICKLES12,40015,2505,338,1510,657,2407
HYDRO-EAKLY,40011,4891,626,2091,2174,4822
BANNER31,40017,2321,139,195,1987,2364
CALUMET76,40017,5488,370,732,4386,4865
DARLINGTON70,40017,2790,1096,513,1181,2776
EL RENO34,40017,24063,3059,13681,7323,27386
MAPLE162,40017,3115,95,237,2783,2781
MUSTANG69,40017,83421,4621,41752,37048,85147
PIEDMONT22,40017,28125,1095,13452,13578,28685
RIVERSIDE RICH VAL29,40017,2004,100,314,1590,2175
UNION CITY57,40017,2740,259,1378,1103,2855
YUKON27,40017,68170,4375,34101,29694,71118
ARDMORE19,40019,30099,4429,12410,13260,30999
DICKSON77,40019,11172,1019,6196,3957,11748
FOX74,40019,3350,269,962,2119,3513
HEALDTON55,40019,4408,336,2413,1659,5842
LONE GROVE32,40019,12184,1010,7000,4174,11761
PLAINVIEW27,40019,13051,864,6285,5902,12212
SPRINGER21,40019,2615,347,628,1640,2927
WILSON43,40019,4368,514,2351,1503,4485
ZANEIS72,40019,2496,278,1250,968,2458
TRI-COUNTY INTERLOCAL COOPERATIVE,40019,1933,621,143,1169,1809
BRIGGS44,40021,4398,1010,2593,795,5170
TENKILLER DIST 66,40021,3331,953,1910,468,3421
GRAND VIEW34,40021,5979,1530,3419,1030,5973
HULBERT16,40021,6221,1321,3404,1496,6974
KEYS6,40021,7903,1562,4124,2217,7830
LOWREY10,40021,1274,241,746,287,1469
NORWOOD14,40021,1884,400,1146,338,1844
PEGGS31,40021,2255,351,1419,485,2502
SHADY GROVE26,40021,1533,308,1021,204,1564
TAHLEQUAH35,40021,32926,5205,19432,8289,33928
WOODALL21,40021,3996,748,2619,629,4131
BOSWELL1,40023,4010,1014,2274,722,4072
FORT TOWSON2,40023,3774,525,2275,974,4003
GRANT,40023,1694,391,1053,250,1538
HUGO39,40023,10739,1682,6967,2090,10212
SOPER4,40023,3380,535,2296,549,3385
SWINK21,40023,1598,191,1154,253,1493
BOISE CITY2,40025,3617,248,1026,2343,3656
FELT10,40025,1191,78,604,509,1105
KEYES11,40025,1142,92,302,748,1601
LEXINGTON57,40027,8831,755,5945,2131,9669
LITTLE AXE70,40027,10337,1219,6609,2509,10652
MOORE SCHOOL DISTRICT I-002,40027,192231,15916,94289,82026,184307
NOBLE40,40027,22733,2337,13519,6877,21263
NORMAN29,40027,144485,10677,63195,70613,141114
ROBIN HILL16,40027,2159,157,1314,688,1898
COALGATE1,40029,8042,1093,3011,3938,8024
COTTONWOOD4,40029,2131,270,1435,426,2346
TUPELO2,40029,2652,440,1381,831,2716
BISHOP49,40031,3959,588,2307,1064,3502
CACHE1,40031,17410,1682,6741,8987,18937
CHATTANOOGA132,40031,2557,170,1485,902,3021
ELGIN16,40031,18378,2262,9724,6392,18552
FLETCHER9,40031,3894,418,2336,1140,3742
FLOWER MOUND48,40031,2304,226,1347,731,2068
GERONIMO4,40031,3578,514,1567,1497,3582
INDIAHOMA2,40031,2374,532,1311,531,2403
LAWTON8,40031,136587,25043,78758,32786,133535
STERLING3,40031,3839,358,2271,1210,3660
BIG PASTURE333,40033,2142,170,1223,749,2159
TEMPLE101,40033,1855,284,893,678,1819
WALTERS1,40033,5471,611,3339,1521,5378
BLUEJACKET20,40035,2205,252,1266,687,2005
KETCHUM6,40035,5874,706,1794,3374,7264
VINITA65,40035,13407,1543,8008,3856,12641
WELCH17,40035,3748,360,2231,1157,3769
WHITE OAK1,40035,504,94,132,278,639
ALLEN BOWDEN35,40037,3219,538,1633,1048,2881
BRISTOW2,40037,14672,1521,9214,3937,13658
DEPEW21,40037,3370,302,1536,1532,3429
DRUMRIGHT39,40037,5716,786,3207,1723,5864
KELLYVILLE31,40037,8801,889,5421,2491,9610
KIEFER18,40037,6396,434,3252,2710,6496
LONE STAR8,40037,5922,481,3904,1537,5609
MANNFORD3,40037,12464,1245,7898,3321,11942
MOUNDS5,40037,5165,690,2972,1503,4826
OILTON20,40037,2718,289,1799,630,2830
OLIVE17,40037,3172,359,1982,831,3215
PRETTY WATER34,40037,2184,210,1278,696,2336
SAPULPA33,40037,34175,3163,18023,12989,35165
GYPSY12,40037,1073,153,563,357,1023
ARAPAHO5,40039,4370,303,2015,2052,4109
CLINTON99,40039,21495,3086,12186,6223,20194
HAMMON66,40129,5161,237,1334,3590,4882
THOMAS-FAY-CUSTER UNIFIED,40039,5467,389,1671,3407,5065
WEATHERFORD26,40039,18474,1361,8876,8237,22841
CLEORA6,40041,2155,114,181,1860,1916
COLCORD4,40041,5714,1156,3402,1156,5843
GROVE2,40041,21822,2244,7501,12077,19626
JAY1,40041,18317,5333,8948,4036,18580
KANSAS3,40041,7980,1219,5168,1593,8108
KENWOOD30,40041,1031,314,605,112,1151
LEACH14,40041,1243,173,782,288,1393
MOSELEY34,40041,1945,329,1101,515,2098
OAKS-MISSION SCHOOL DISTRICT #5,40041,2286,452,1412,422,2592
LEEDEY3,40043,3594,95,1093,2406,4389
SEILING8,40043,6700,425,1521,4754,4948
TALOGA10,40043,3935,139,452,3344,2581
VICI5,40043,3551,217,1782,1552,3630
ARNETT3,40045,3069,112,1049,1908,2925
FARGO2,40045,4389,187,1530,2672,4230
GAGE39,40045,1132,105,398,629,1065
SHATTUCK42,40045,5037,375,1916,2746,6635
COVINGTON-DOUGLAS94,40047,3391,257,1266,1868,3736
DRUMMOND85,40047,3154,269,1630,1255,3569
ENID57,40047,70392,7797,38565,24030,70238
GARBER47,40047,4098,323,1583,2192,4799
KREMLIN-HILLSDALE18,40047,3767,190,774,2803,3379
CIMMARON SCHOOL DISTRICT 92,40047,2742,208,1031,1503,2730
CHISHOLM42,40047,9371,443,3643,5285,8712
PIONEER-PLEASANT VALE56,40047,6184,584,1186,4414,5687
WAUKOMIS1,40047,3512,293,1692,1527,3427
ELMORE CITY-PERNELL72,40049,4840,433,2268,2139,6204
LINDSAY9,40049,9761,897,4551,4313,10020
MAYSVILLE7,40049,3309,371,1543,1395,4062
PAOLI5,40049,2268,341,1330,597,2448
PAULS VALLEY18,40049,11528,1064,6258,4206,12262
STRATFORD2,40049,6600,839,3682,2079,6809
WHITEBEAD16,40049,2983,327,1872,784,2880
WYNNEWOOD38,40049,6922,621,1619,4682,7180
ALEX56,40051,4377,349,1227,2801,4312
AMBER-POCASSET128,40051,4799,522,1903,2374,5186
BRIDGE CREEK95,40051,11489,937,6734,3818,11172
CHICKASHA1,40051,22077,2412,12360,7305,20271
FRIEND37,40051,2072,225,976,871,1935
MIDDLEBERG96,40051,1891,168,553,1170,1888
MINCO2,40051,5493,539,1646,3308,6603
NINNEKAH51,40051,5259,560,2510,2189,5182
PIONEER131,40051,2574,317,1529,728,2422
RUSH SPRINGS68,40051,4765,550,2714,1501,4953
TUTTLE97,40051,14305,654,7152,6499,14386
VERDEN99,40051,2565,277,1376,912,3063
DEER CREEK-LAMONT95,40053,2398,129,835,1434,2656
MEDFORD54,40053,6069,247,1176,4646,4770
POND CREEK-HUNTER90,40053,6019,334,1145,4540,5360
GRANITE3,40055,2753,249,1683,821,2740
MANGUM1,40055,6324,668,4236,1420,6222
HOLLIS66,40057,5073,547,3066,1460,5113
BUFFALO4,40059,3150,286,1381,1483,4632
LAVERNE1,40059,4448,231,1639,2578,4569
KEOTA43,40061,4195,1067,2362,766,4818
KINTA13,40061,2187,570,1024,593,2427
MCCURTAIN37,40061,2330,362,1461,507,2247
STIGLER20,40061,10682,1295,7258,2129,10435
WHITEFIELD10,40061,1239,345,709,185,1225
CALVIN48,40063,2367,245,499,1623,2270
HOLDENVILLE35,40063,9107,1341,5195,2571,9206
MOSS1,40063,3090,307,1377,1406,2555
STUART54,40063,3174,346,956,1872,3076
WETUMKA5,40063,4706,1051,2539,1116,4483
ALTUS18,40065,27755,3966,17605,6184,28358
BLAIR54,40065,2454,248,1623,583,2628
DUKE14,40065,1996,151,1003,842,2049
ELDORADO25,40065,1035,121,531,383,1258
OLUSTEE35,40065,1559,196,989,374,1580
NAVAJO1,40065,3597,305,2318,974,4152
RINGLING14,40067,4233,379,2682,1172,4002
RYAN1,40067,2676,172,1797,707,2648
TERRAL3,40067,802,77,550,175,889
WAURIKA23,40067,4039,326,2503,1210,3920
COLEMAN35,40069,1833,188,1065,580,1774
MANNSVILLE7,40069,1105,223,439,443,951
MILBURN29,40069,1755,285,835,635,1754
MILL CREEK2,40069,1660,239,411,1010,1756
RAVIA10,40069,966,187,425,354,995
TISHOMINGO20,40069,7982,1277,4493,2212,8434
WAPANUCKA37,40069,2382,261,1199,922,2843
BLACKWELL45,40071,11460,1340,6612,3508,10921
KILDARE50,40071,1014,103,134,777,855
NEWKIRK29,40071,7655,928,4177,2550,7922
PECKHAM27,40071,1152,146,411,595,1313
PONCA CITY71,40071,47543,4825,21558,21160,48336
TONKAWA87,40071,6248,967,3175,2106,6780
CASHION89,40073,5245,289,1493,3463,4801
DOVER2,40073,3096,497,816,1783,2337
HENNESSEY16,40073,8129,1121,3895,3113,7423
KINGFISHER7,40073,13796,2149,6460,5187,14584
OKARCHE105,40073,3697,165,794,2738,3664
LOMEGA3,40073,3109,267,1358,1484,3234
HOBART1,40075,7347,706,4052,2589,7010
LONE WOLF2,40075,1056,127,488,441,1153
SNYDER4,40075,4303,541,2438,1324,4358
MT VIEW-GOTEBOI-3,40075,3783,311,1222,2250,3973
BUFFALO VALLEY3,40077,1741,224,1037,480,1732
PANOLA4,40077,1796,234,901,661,1808
RED OAK2,40077,2864,362,1314,1188,2966
WILBURTON1,40077,7943,968,4343,2632,7421
ARKOMA91,40079,3581,927,2139,515,3659
BOKOSHE26,40079,2030,346,1197,487,2339
CAMERON17,40079,2612,396,1561,655,2695
FANSHAWE39,40079,722,126,256,340,701
HEAVENER3,40079,10450,1382,6139,2929,10901
HODGEN14,40079,2069,376,1376,317,2074
HOWE67,40079,4808,620,3180,1008,4897
LEFLORE16,40079,2235,338,1296,601,2150
MONROE11,40079,1007,147,521,339,1288
PANAMA20,40079,6048,892,3626,1530,5912
POCOLA7,40079,6123,689,4081,1353,6346
POTEAU29,40079,18382,2508,11666,4208,19275
SHADY POINT4,40079,1298,289,705,304,1342
SPIRO2,40079,8819,1040,5469,2310,10946
TALIHINA52,40079,6003,1386,3726,891,6043
WHITESBORO62,40079,2380,324,1675,381,2401
WISTER49,40079,4927,637,3246,1044,5045
AGRA134,40081,3800,600,2412,788,3834
CARNEY105,40081,2238,228,1373,637,2034
CHANDLER1,40081,9289,827,5122,3340,9251
DAVENPORT3,40081,3242,275,1667,1300,3791
MEEKER95,40081,6609,556,4197,1856,6615
PRAGUE103,40081,8359,582,4955,2822,9443
STROUD54,40081,13948,699,1643,11606,13114
WELLSTON4,40081,5166,597,2992,1577,5281
WHITE ROCK5,40125,1076,129,597,350,1332
COYLE14,40083,3195,372,1442,1381,3471
CRESCENT2,40083,5857,708,2945,2204,6035
GUTHRIE1,40083,24953,2657,14435,7861,27660
MULHALI-ORLANDO3,40083,2947,202,941,1804,2596
GREENVILLE3,40085,1269,190,646,433,1148
MARIETTA16,40085,9128,1074,5448,2606,8214
TURNER5,40085,3268,299,1363,1606,3057
THACKERVILLE4,40085,3785,390,965,2430,4026
BLANCHARD29,40087,16049,1179,8719,6151,15520
DIBBLE2,40087,5482,563,3359,1560,5111
NEWCASTLE1,40087,18357,1419,7559,9379,18222
PURCELL15,40087,12059,1061,6939,4059,12245
WASHINGTON5,40087,7650,418,4315,2917,7465
WAYNE10,40087,4932,573,2860,1499,4912
BATTIEST71,40089,3107,441,1891,775,3291
BROKEN BOW74,40089,14371,2195,8602,3574,14634
DENISON37,40089,2202,267,1509,426,2208
EAGLETOWN13,40089,2382,275,1582,525,2243
FOREST GROVE1,40089,1642,359,904,379,1667
GLOVER23,40089,783,137,490,156,732
HAWORTH6,40089,5673,694,4017,962,6019
IDABEL5,40089,11972,2498,7152,2322,11649
LUKFATA9,40089,2784,412,1789,583,2764
SMITHVILLE14,40089,3527,854,2111,562,3468
VALLIANT11,40089,7848,944,3476,3428,9115
WRIGHT CITY39,40089,4346,686,2908,752,4537
HOLLY CREEK72,40089,1940,320,1356,264,2012
CHECOTAH19,40091,13684,2037,7260,4387,13788
HANNA64,40091,1325,271,803,251,1656
MIDWAY127,40101,2349,297,1338,714,2348
RYAL3,40091,828,176,495,157,898
STIDHAM16,40091,984,181,644,159,998
EUFAULA1,40091,13033,1748,7019,4266,11848
ALINE-CLEO4,40003,2192,145,820,1227,2336
FAIRVIEW84,40093,8025,587,4100,3338,7917
RINGWOOD1,40093,3472,442,1593,1437,3800
KINGSTON3,40095,12094,2542,4870,4682,11950
MADILL2,40095,14612,2000,7919,4693,15172
ADAIR2,40097,8290,770,4568,2952,8191
CHOUTEAU-MAZIE32,40097,10637,1244,5632,3761,10618
LOCUST GROVE17,40097,13418,2018,7936,3464,14080
OSAGE43,40097,1754,191,498,1065,1862
PRYOR1,40097,28875,2574,6204,20097,25143
SALINA16,40097,7648,1369,4373,1906,8082
SPAVINAW21,40097,834,152,407,275,926
WICKLIFFE35,40097,1321,347,815,159,1342
DAVIS10,40099,8439,824,3936,3679,8319
SULPHUR1,40099,11578,851,7804,2923,11841
BRAGGS46,40101,1921,244,1163,514,2500
MUSKOGEE20,40101,51637,7305,25269,19063,52592
FORT GIBSON3,40101,16029,1419,6034,8576,15197
HASKELL2,40101,7059,937,4150,1972,7177
HILLDALE29,40101,14546,1406,8628,4512,13999
OKTAHA8,40101,6055,688,4105,1262,5993
PORUM88,40101,4395,844,2805,746,4308
WAINRIGHT9,40101,1096,199,717,180,1059
WARNER74,40101,6818,1140,4166,1512,7420
WEBBERS FALLS6,40101,2738,357,1464,917,2811
BILLINGS2,40103,1045,98,277,670,1128
MORRISON6,40103,5441,514,1982,2945,5618
PERRY1,40103,9719,863,4142,4714,10055
FRONTIER,40103,6374,849,1057,4468,6009
NOWATA40,40105,8653,1026,4723,2904,8326
SOUTH COFFEYVILLE51,40105,2123,240,1416,467,2355
OKLAHOMA UNION3,40105,6305,701,3704,1900,6121
BEARDEN29,40107,923,151,517,255,1153
MASON2,40107,2578,474,1660,444,2822
OKEMAH26,40107,10361,3011,5139,2211,10418
PADEN14,40107,2443,227,983,1233,2373
WELEETKA31,40107,4908,779,2545,1584,4614
GRAHAM - DUSTIN,40107,1818,514,877,427,2654
BETHANY88,40109,13562,989,9728,2845,13741
CHOCTAW NICOMA PARK4,40109,44626,3293,22297,19036,45505
CROOKED OAK53,40109,12559,1846,5595,5118,13624
CRUTCHO74,40109,3684,872,1797,1015,3361
DEER CREEK6,40109,50926,1378,17455,32093,47177
EDMOND12,40109,211715,9931,64669,137115,211762
HARRAH7,40109,17597,1738,9464,6395,14928
JONES9,40109,8863,766,4612,3485,7832
LUTHER3,40109,8466,841,2233,5392,9848
MIDWEST-DEL CITY52,40109,119322,12958,61940,44424,122303
MILLWOOD37,40109,9275,1388,4155,3732,10964
OAKDALE29,40109,6739,181,588,5970,7760
OKLAHOMA CITY89,40109,386563,62119,170450,153994,398155
PUTNAM CITY1,40109,175657,17968,80723,76966,177399
WESTERN HTS1-41,40109,42154,4810,11786,25558,40447
BEGGS4,40111,11109,2035,5889,3185,11128
DEWAR8,40111,3444,560,2411,473,3186
HENRYETTA2,40111,10907,1384,6556,2967,11264
MORRIS3,40111,8721,1555,5464,1702,9001
OKMULGEE1,40111,14149,2858,7593,3698,18237
PRESTON5,40111,4372,567,2880,925,4207
SCHULTER6,40111,1462,284,859,319,1542
TWIN HILLS11,40111,3011,443,1905,663,3162
WILSON7,40111,2321,405,1490,426,2349
